no2,,,
2024,,,
annual mean,,,
ug m-3,,,
,,,
gridcode,x,y,no22024
338465,354500,809500,1.156267
338466,355500,809500,1.136979
338467,356500,809500,1.142728
338468,357500,809500,1.195167
338469,358500,809500,1.178864
338470,359500,809500,1.161831
338471,360500,809500,1.154285
338472,361500,809500,1.152635
338473,362500,809500,1.170188
338474,363500,809500,1.176859
338475,364500,809500,1.207446
338476,365500,809500,1.258435
338477,366500,809500,1.309381
338478,367500,809500,1.333719
338479,368500,809500,1.374165
338480,369500,809500,1.38217
338481,370500,809500,1.424652
338482,371500,809500,1.467657
338483,372500,809500,1.60331
338484,373500,809500,1.682714
338485,374500,809500,1.787608
338486,375500,809500,1.972178
338487,376500,809500,1.899022
338488,377500,809500,1.989936
338489,378500,809500,2.107739
338490,379500,809500,2.15794
338491,380500,809500,2.260277
338492,381500,809500,2.384612
338493,382500,809500,2.542123
338494,383500,809500,2.710559
338495,384500,809500,2.863426
338496,385500,809500,3.107087
338497,386500,809500,4.175125
338498,387500,809500,4.14038
338499,388500,809500,4.811816
338500,389500,809500,5.688827
338501,390500,809500,6.124389
338502,391500,809500,6.258873
338503,392500,809500,6.412148
338504,393500,809500,6.449772
338505,394500,809500,6.68637
338506,395500,809500,5.684124
338870,69500,808500,0.7453326
338871,70500,808500,0.7573964
338872,71500,808500,0.7643142
338873,72500,808500,0.7705052
338874,73500,808500,0.7817375
338875,74500,808500,0.7879876
338879,78500,808500,0.773181
338880,79500,808500,0.7645185
338881,80500,808500,0.7490738
338958,157500,808500,0.7051241
338959,158500,808500,0.717639
338960,159500,808500,0.7318774
338961,160500,808500,0.7191954
338962,161500,808500,0.7199349
338963,162500,808500,0.725567
338964,163500,808500,0.7318296
338965,164500,808500,0.7462683
338966,165500,808500,0.7656614
338967,166500,808500,0.8142858
338968,167500,808500,0.7640126
338969,168500,808500,0.7636502
338970,169500,808500,0.7516928
338975,174500,808500,0.7568958
338976,175500,808500,0.7603098
338977,176500,808500,0.7625852
338978,177500,808500,0.761013
338979,178500,808500,0.7532544
338980,179500,808500,0.7470551
338981,180500,808500,0.7380047
338982,181500,808500,0.733763
338983,182500,808500,0.7309405
338984,183500,808500,0.7111194
338985,184500,808500,0.7102798
338986,185500,808500,0.714038
338987,186500,808500,0.7128909
338988,187500,808500,0.7120694
338989,188500,808500,0.7121413
338990,189500,808500,0.711567
338991,190500,808500,0.7094049
338992,191500,808500,0.7093936
338993,192500,808500,0.7098272
338994,193500,808500,0.7092646
338995,194500,808500,0.703807
338996,195500,808500,0.6949852
338997,196500,808500,0.6967987
338998,197500,808500,0.6974791
338999,198500,808500,0.6985469
339000,199500,808500,0.6996692
339001,200500,808500,0.696772
339002,201500,808500,0.6973041
339003,202500,808500,0.6971224
339004,203500,808500,0.6948642
339005,204500,808500,0.6931724
339006,205500,808500,0.6881821
339007,206500,808500,0.6892568
339008,207500,808500,0.6911334
339009,208500,808500,0.6948115
339010,209500,808500,0.6980569
339011,210500,808500,0.6911643
339012,211500,808500,0.6922909
339013,212500,808500,0.6937471
339014,213500,808500,0.6957729
339015,214500,808500,0.6979436
339016,215500,808500,0.6960143
339017,216500,808500,0.6977496
339018,217500,808500,0.7011787
339019,218500,808500,0.7062297
339020,219500,808500,0.7163182
339021,220500,808500,0.7325319
339022,221500,808500,0.7343527
339023,222500,808500,0.7099721
339024,223500,808500,0.7000272
339025,224500,808500,0.6969163
339026,225500,808500,0.6900801
339027,226500,808500,0.691642
339028,227500,808500,0.6866944
339029,228500,808500,0.6881447
339030,229500,808500,0.6865973
339031,230500,808500,0.6810903
339032,231500,808500,0.6877388
339033,232500,808500,0.6971365
339034,233500,808500,0.7062055
339035,234500,808500,0.7194666
339036,235500,808500,0.7357181
339037,236500,808500,0.7528262
339038,237500,808500,0.8757221
339039,238500,808500,0.7483409
339040,239500,808500,0.7131877
339041,240500,808500,0.6915702
339042,241500,808500,0.68118
339043,242500,808500,0.6695275
339044,243500,808500,0.6629676
339045,244500,808500,0.6579617
339046,245500,808500,0.6448553
339047,246500,808500,0.6529177
339048,247500,808500,0.6512408
339049,248500,808500,0.6457831
339050,249500,808500,0.6392012
339051,250500,808500,0.6272252
339052,251500,808500,0.6279729
339053,252500,808500,0.636481
339054,253500,808500,0.6397148
339055,254500,808500,0.6311226
339056,255500,808500,0.6185738
339057,256500,808500,0.6204944
339058,257500,808500,0.6206287
339059,258500,808500,0.6161678
339060,259500,808500,0.6145623
339061,260500,808500,0.6046725
339062,261500,808500,0.6060823
339063,262500,808500,0.6085544
339064,263500,808500,0.6125417
339065,264500,808500,0.6190842
339066,265500,808500,0.6075968
339067,266500,808500,0.6123669
339068,267500,808500,0.614181
339069,268500,808500,0.6205553
339070,269500,808500,0.6238843
339071,270500,808500,0.6201697
339072,271500,808500,0.629522
339073,272500,808500,0.6279115
339074,273500,808500,0.6366659
339075,274500,808500,0.6449726
339076,275500,808500,0.6441327
339077,276500,808500,0.6503574
339078,277500,808500,0.6594735
339079,278500,808500,0.6671938
339080,279500,808500,0.6770821
339081,280500,808500,0.6827292
339082,281500,808500,0.6965809
339083,282500,808500,0.7163189
339084,283500,808500,0.7701811
339085,284500,808500,0.9478139
339086,285500,808500,0.9944864
339087,286500,808500,0.8196255
339088,287500,808500,0.7620372
339089,288500,808500,0.7203606
339090,289500,808500,0.6947626
339091,290500,808500,0.6787415
339092,291500,808500,0.6693793
339093,292500,808500,0.654855
339094,293500,808500,0.6450061
339095,294500,808500,0.6401334
339096,295500,808500,0.6443515
339097,296500,808500,0.6418086
339098,297500,808500,0.6425455
339099,298500,808500,0.6737236
339100,299500,808500,0.6556692
339101,300500,808500,0.6551736
339102,301500,808500,0.6475512
339103,302500,808500,0.6425623
339104,303500,808500,0.6387526
339105,304500,808500,0.6355624
339106,305500,808500,0.6483516
339107,306500,808500,0.6402662
339108,307500,808500,0.6356501
339109,308500,808500,0.6346903
339110,309500,808500,0.6352147
339111,310500,808500,0.6568862
339112,311500,808500,0.657217
339113,312500,808500,0.6579227
339114,313500,808500,0.6589611
339115,314500,808500,0.6602119
339116,315500,808500,0.6845182
339117,316500,808500,0.686783
339118,317500,808500,0.701328
339119,318500,808500,0.6937475
339120,319500,808500,0.6916289
339121,320500,808500,0.7176562
339122,321500,808500,0.7255083
339123,322500,808500,0.7352325
339124,323500,808500,0.7338356
339125,324500,808500,0.7344296
339126,325500,808500,0.7896557
339127,326500,808500,0.802633
339128,327500,808500,0.8071416
339129,328500,808500,0.8020603
339130,329500,808500,0.8089629
339131,330500,808500,0.8067432
339132,331500,808500,0.8045596
339133,332500,808500,0.812387
339134,333500,808500,0.8270868
339135,334500,808500,0.831843
339136,335500,808500,0.8665066
339137,336500,808500,0.8846294
339138,337500,808500,0.8913175
339139,338500,808500,0.8969373
339140,339500,808500,0.8890974
339141,340500,808500,0.9172801
339142,341500,808500,0.9449178
339143,342500,808500,0.9620619
339144,343500,808500,0.9834546
339145,344500,808500,1.00011
339146,345500,808500,1.025117
339147,346500,808500,1.037488
339148,347500,808500,1.046285
339149,348500,808500,1.044672
339150,349500,808500,1.04897
339151,350500,808500,1.078571
339152,351500,808500,1.048991
339153,352500,808500,1.073238
339154,353500,808500,1.095658
339155,354500,808500,1.122496
339156,355500,808500,1.147662
339157,356500,808500,1.167629
339158,357500,808500,1.166854
339159,358500,808500,1.160122
339160,359500,808500,1.140532
339161,360500,808500,1.1524
339162,361500,808500,1.167199
339163,362500,808500,1.188564
339164,363500,808500,1.194459
339165,364500,808500,1.235102
339166,365500,808500,1.240534
339167,366500,808500,1.288118
339168,367500,808500,1.304565
339169,368500,808500,1.337355
339170,369500,808500,1.347686
339171,370500,808500,1.390458
339172,371500,808500,1.417918
339173,372500,808500,1.480487
339174,373500,808500,1.532956
339175,374500,808500,1.661715
339176,375500,808500,1.890151
339177,376500,808500,2.189624
339178,377500,808500,2.346352
339179,378500,808500,2.390537
339180,379500,808500,2.259725
339181,380500,808500,2.364294
339182,381500,808500,2.534851
339183,382500,808500,2.751349
339184,383500,808500,2.955802
339185,384500,808500,3.01759
339186,385500,808500,3.237316
339187,386500,808500,4.532411
339188,387500,808500,3.848894
339189,388500,808500,4.056647
339190,389500,808500,5.107504
339191,390500,808500,5.70128
339192,391500,808500,7.110404
339193,392500,808500,7.355691
339194,393500,808500,7.440524
339195,394500,808500,8.832995
339196,395500,808500,6.490327
339560,69500,807500,0.7524475
339561,70500,807500,0.796764
339562,71500,807500,0.7879021
339563,72500,807500,0.7906652
339564,73500,807500,0.8069195
339565,74500,807500,0.8054823
339569,78500,807500,0.7674468
339570,79500,807500,0.7540281
339648,157500,807500,0.7041723
339649,158500,807500,0.7119994
339650,159500,807500,0.7153295
339651,160500,807500,0.7183484
339652,161500,807500,0.7222614
339653,162500,807500,0.7368215
339654,163500,807500,0.7460762
339655,164500,807500,0.7664074
339656,165500,807500,0.8273898
339657,166500,807500,0.7964409
339665,174500,807500,0.7626856
339666,175500,807500,0.7586306
339667,176500,807500,0.7550011
339668,177500,807500,0.7510151
339669,178500,807500,0.7469369
339670,179500,807500,0.7419682
339671,180500,807500,0.7329689
339672,181500,807500,0.7306486
339673,182500,807500,0.7294337
339674,183500,807500,0.7115722
339675,184500,807500,0.7052776
339676,185500,807500,0.7042274
339677,186500,807500,0.7074707
339678,187500,807500,0.7084631
339679,188500,807500,0.7091279
339680,189500,807500,0.7106918
339681,190500,807500,0.7057915
339682,191500,807500,0.7045721
339683,192500,807500,0.7039196
339684,193500,807500,0.7057738
339685,194500,807500,0.7020607
339686,195500,807500,0.6982905
339687,196500,807500,0.6972611
339688,197500,807500,0.6972179
339689,198500,807500,0.6968948
339690,199500,807500,0.6980041
339691,200500,807500,0.697286
339692,201500,807500,0.6992103
339693,202500,807500,0.700696
339694,203500,807500,0.6963553
339695,204500,807500,0.6955721
339696,205500,807500,0.6911743
339697,206500,807500,0.6902902
339698,207500,807500,0.690219
339699,208500,807500,0.6928807
339700,209500,807500,0.6939347
339701,210500,807500,0.687359
339702,211500,807500,0.6877878
339703,212500,807500,0.6909691
339704,213500,807500,0.6923988
339705,214500,807500,0.6939041
339706,215500,807500,0.6923969
339707,216500,807500,0.6957983
339708,217500,807500,0.6997036
339709,218500,807500,0.7052504
339710,219500,807500,0.7195956
339711,220500,807500,0.7380492
339712,221500,807500,0.7088596
339713,222500,807500,0.7000678
339714,223500,807500,0.6959065
339715,224500,807500,0.6937261
339716,225500,807500,0.6884928
339717,226500,807500,0.6928312
339718,227500,807500,0.6884058
339719,228500,807500,0.6860703
339720,229500,807500,0.6872849
339721,230500,807500,0.6854327
339722,231500,807500,0.6925627
339723,232500,807500,0.6980899
339724,233500,807500,0.7048557
339725,234500,807500,0.7212661
339726,235500,807500,0.7239704
339727,236500,807500,0.7340266
339728,237500,807500,0.7999793
339729,238500,807500,0.722508
339730,239500,807500,0.6940231
339731,240500,807500,0.6775191
339732,241500,807500,0.6733712
339733,242500,807500,0.667304
339734,243500,807500,0.6596926
339735,244500,807500,0.6532599
339736,245500,807500,0.6384438
339737,246500,807500,0.6473908
339738,247500,807500,0.6464663
339739,248500,807500,0.6397065
339740,249500,807500,0.6361789
339741,250500,807500,0.6254476
339742,251500,807500,0.6274129
339743,252500,807500,0.6339384
339744,253500,807500,0.6400614
339745,254500,807500,0.6348217
339746,255500,807500,0.6227701
339747,256500,807500,0.6192096
339748,257500,807500,0.6181776
339749,258500,807500,0.6148857
339750,259500,807500,0.6152567
339751,260500,807500,0.6060624
339752,261500,807500,0.608025
339753,262500,807500,0.6111228
339754,263500,807500,0.6172413
339755,264500,807500,0.6205248
339756,265500,807500,0.6095577
339757,266500,807500,0.6141975
339758,267500,807500,0.6193039
339759,268500,807500,0.6231107
339760,269500,807500,0.6285191
339761,270500,807500,0.6267413
339762,271500,807500,0.6356735
339763,272500,807500,0.6368542
339764,273500,807500,0.6469024
339765,274500,807500,0.6562123
339766,275500,807500,0.6549825
339767,276500,807500,0.6578007
339768,277500,807500,0.6666909
339769,278500,807500,0.6752807
339770,279500,807500,0.6855602
339771,280500,807500,0.6945521
339772,281500,807500,0.7118586
339773,282500,807500,0.7548314
339774,283500,807500,0.8335994
339775,284500,807500,1.115897
339776,285500,807500,0.8381321
339777,286500,807500,0.7416548
339778,287500,807500,0.7171497
339779,288500,807500,0.6871502
339780,289500,807500,0.6650419
339781,290500,807500,0.6558588
339782,291500,807500,0.6463227
339783,292500,807500,0.6401883
339784,293500,807500,0.6343597
339785,294500,807500,0.631086
339786,295500,807500,0.6308274
339787,296500,807500,0.6265675
339788,297500,807500,0.6234907
339789,298500,807500,0.6273488
339790,299500,807500,0.6475317
339791,300500,807500,0.6457506
339792,301500,807500,0.6371937
339793,302500,807500,0.6350849
339794,303500,807500,0.6318941
339795,304500,807500,0.6299489
339796,305500,807500,0.6441944
339797,306500,807500,0.6373135
339798,307500,807500,0.6335903
339799,308500,807500,0.6338501
339800,309500,807500,0.6350066
339801,310500,807500,0.656957
339802,311500,807500,0.6574922
339803,312500,807500,0.658134
339804,313500,807500,0.6593648
339805,314500,807500,0.660715
339806,315500,807500,0.687502
339807,316500,807500,0.6882277
339808,317500,807500,0.6990348
339809,318500,807500,0.6929597
339810,319500,807500,0.6904711
339811,320500,807500,0.716495
339812,321500,807500,0.7208045
339813,322500,807500,0.7229424
339814,323500,807500,0.7246909
339815,324500,807500,0.7277733
339816,325500,807500,0.7616479
339817,326500,807500,0.7698237
339818,327500,807500,0.7815823
339819,328500,807500,0.7771611
339820,329500,807500,0.7995399
339821,330500,807500,0.8044995
339822,331500,807500,0.8026072
339823,332500,807500,0.8061248
339824,333500,807500,0.8110216
339825,334500,807500,0.8199226
339826,335500,807500,0.8500032
339827,336500,807500,0.8709573
339828,337500,807500,0.8840616
339829,338500,807500,0.8889971
339830,339500,807500,0.8892169
339831,340500,807500,0.9156398
339832,341500,807500,0.9418949
339833,342500,807500,1.014423
339834,343500,807500,1.019545
339835,344500,807500,1.044654
339836,345500,807500,1.059046
339837,346500,807500,1.095027
339838,347500,807500,1.102103
339839,348500,807500,1.081825
339840,349500,807500,1.076143
339841,350500,807500,1.098956
339842,351500,807500,1.061734
339843,352500,807500,1.081792
339844,353500,807500,1.097035
339845,354500,807500,1.128305
339846,355500,807500,1.151286
339847,356500,807500,1.190473
339848,357500,807500,1.190337
339849,358500,807500,1.192391
339850,359500,807500,1.157669
339851,360500,807500,1.189926
339852,361500,807500,1.199156
339853,362500,807500,1.224334
339854,363500,807500,1.214965
339855,364500,807500,1.228951
339856,365500,807500,1.226904
339857,366500,807500,1.264477
339858,367500,807500,1.306834
339859,368500,807500,1.344647
339860,369500,807500,1.341851
339861,370500,807500,1.370482
339862,371500,807500,1.402367
339863,372500,807500,1.446908
339864,373500,807500,1.524465
339865,374500,807500,1.655413
339866,375500,807500,1.788057
339867,376500,807500,1.984148
339868,377500,807500,2.138305
339869,378500,807500,2.1543
339870,379500,807500,2.53435
339871,380500,807500,2.919198
339872,381500,807500,3.179039
339873,382500,807500,3.486387
339874,383500,807500,3.942675
339875,384500,807500,3.356987
339876,385500,807500,4.16519
339877,386500,807500,4.502153
339878,387500,807500,4.096214
339879,388500,807500,3.820386
339880,389500,807500,4.842046
339881,390500,807500,6.173786
339882,391500,807500,10.03987
339883,392500,807500,7.388831
339884,393500,807500,8.691357
339885,394500,807500,8.816329
339886,395500,807500,7.836552
340249,68500,806500,0.7512144
340250,69500,806500,0.770413
340251,70500,806500,0.811379
340252,71500,806500,0.7985994
340253,72500,806500,0.821887
340302,121500,806500,0.6639416
340303,122500,806500,0.6668291
340304,123500,806500,0.6697354
340305,124500,806500,0.6755975
340306,125500,806500,0.677766
340307,126500,806500,0.682751
340308,127500,806500,0.6933601
340309,128500,806500,0.7215304
340338,157500,806500,0.7122048
340339,158500,806500,0.7167645
340340,159500,806500,0.7208246
340341,160500,806500,0.7246188
340342,161500,806500,0.7293785
340343,162500,806500,0.7389312
340344,163500,806500,0.753904
340345,164500,806500,0.7886932
340346,165500,806500,0.8656148
340347,166500,806500,0.7760102
340353,172500,806500,0.7589587
340354,173500,806500,0.759486
340355,174500,806500,0.7588899
340356,175500,806500,0.7585152
340357,176500,806500,0.7508206
340358,177500,806500,0.7466018
340359,178500,806500,0.7425892
340360,179500,806500,0.7364364
340361,180500,806500,0.72923
340362,181500,806500,0.7296847
340363,182500,806500,0.7279564
340364,183500,806500,0.7115561
340365,184500,806500,0.7047952
340366,185500,806500,0.6990402
340367,186500,806500,0.6991062
340368,187500,806500,0.7014694
340369,188500,806500,0.703093
340370,189500,806500,0.7048134
340371,190500,806500,0.7021449
340372,191500,806500,0.7038986
340373,192500,806500,0.7043297
340374,193500,806500,0.7045951
340375,194500,806500,0.7077162
340376,195500,806500,0.7022542
340377,196500,806500,0.6971247
340378,197500,806500,0.6962973
340379,198500,806500,0.6957008
340380,199500,806500,0.6966869
340381,200500,806500,0.694477
340382,201500,806500,0.6994688
340383,202500,806500,0.6979282
340384,203500,806500,0.6953505
340385,204500,806500,0.6953689
340386,205500,806500,0.6911249
340387,206500,806500,0.6914767
340388,207500,806500,0.6915903
340389,208500,806500,0.6925562
340390,209500,806500,0.6933315
340391,210500,806500,0.6899853
340392,211500,806500,0.6911265
340393,212500,806500,0.6923441
340394,213500,806500,0.6912294
340395,214500,806500,0.6911845
340396,215500,806500,0.6918117
340397,216500,806500,0.6950141
340398,217500,806500,0.6989636
340399,218500,806500,0.7045748
340400,219500,806500,0.7380915
340401,220500,806500,0.7069893
340402,221500,806500,0.7070348
340403,222500,806500,0.7009148
340404,223500,806500,0.6971745
340405,224500,806500,0.6962783
340406,225500,806500,0.6873019
340407,226500,806500,0.688527
340408,227500,806500,0.6857821
340409,228500,806500,0.6864344
340410,229500,806500,0.689463
340411,230500,806500,0.6903916
340412,231500,806500,0.6954401
340413,232500,806500,0.6988942
340414,233500,806500,0.7056598
340415,234500,806500,0.7163363
340416,235500,806500,0.7282321
340417,236500,806500,0.7901498
340418,237500,806500,0.7259198
340419,238500,806500,0.7002866
340420,239500,806500,0.6864406
340421,240500,806500,0.6743114
340422,241500,806500,0.6707156
340423,242500,806500,0.6655959
340424,243500,806500,0.6575952
340425,244500,806500,0.6512201
340426,245500,806500,0.6365187
340427,246500,806500,0.6361669
340428,247500,806500,0.6415722
340429,248500,806500,0.6368271
340430,249500,806500,0.6352226
340431,250500,806500,0.6251749
340432,251500,806500,0.6257228
340433,252500,806500,0.6292904
340434,253500,806500,0.6356718
340435,254500,806500,0.6332902
340436,255500,806500,0.6215779
340437,256500,806500,0.6176205
340438,257500,806500,0.6153296
340439,258500,806500,0.6150648
340440,259500,806500,0.6163079
340441,260500,806500,0.607588
340442,261500,806500,0.6100589
340443,262500,806500,0.6140683
340444,263500,806500,0.6208788
340445,264500,806500,0.6213533
340446,265500,806500,0.6124396
340447,266500,806500,0.6176839
340448,267500,806500,0.6261156
340449,268500,806500,0.6307036
340450,269500,806500,0.6344906
340451,270500,806500,0.6311901
340452,271500,806500,0.6417051
340453,272500,806500,0.6507317
340454,273500,806500,0.6571279
340455,274500,806500,0.6672907
340456,275500,806500,0.6651444
340457,276500,806500,0.6684874
340458,277500,806500,0.6751992
340459,278500,806500,0.6842506
340460,279500,806500,0.6961117
340461,280500,806500,0.7078605
340462,281500,806500,0.74223
340463,282500,806500,0.8395452
340464,283500,806500,1.185531
340465,284500,806500,0.8485453
340466,285500,806500,0.7473201
340467,286500,806500,0.7137238
340468,287500,806500,0.6871504
340469,288500,806500,0.6640741
340470,289500,806500,0.6477615
340471,290500,806500,0.6417394
340472,291500,806500,0.6324031
340473,292500,806500,0.626665
340474,293500,806500,0.6234314
340475,294500,806500,0.6193836
340476,295500,806500,0.620703
340477,296500,806500,0.6147811
340478,297500,806500,0.6118743
340479,298500,806500,0.6119303
340480,299500,806500,0.6315795
340481,300500,806500,0.6335014
340482,301500,806500,0.6263877
340483,302500,806500,0.6268334
340484,303500,806500,0.6207209
340485,304500,806500,0.6214628
340486,305500,806500,0.6388223
340487,306500,806500,0.6343891
340488,307500,806500,0.6314797
340489,308500,806500,0.6386682
340490,309500,806500,0.6404072
340491,310500,806500,0.6618789
340492,311500,806500,0.6627839
340493,312500,806500,0.6614687
340494,313500,806500,0.6646614
340495,314500,806500,0.6669908
340496,315500,806500,0.6900557
340497,316500,806500,0.6902823
340498,317500,806500,0.6871923
340499,318500,806500,0.6877056
340500,319500,806500,0.6888325
340501,320500,806500,0.7159542
340502,321500,806500,0.7188791
340503,322500,806500,0.7213562
340504,323500,806500,0.7233196
340505,324500,806500,0.7258928
340506,325500,806500,0.7538908
340507,326500,806500,0.7583351
340508,327500,806500,0.7683346
340509,328500,806500,0.7867737
340510,329500,806500,0.8000152
340511,330500,806500,0.8052433
340512,331500,806500,0.8024468
340513,332500,806500,0.8040484
340514,333500,806500,0.8072144
340515,334500,806500,0.812428
340516,335500,806500,0.8418673
340517,336500,806500,0.8564695
340518,337500,806500,0.8682126
340519,338500,806500,0.8802364
340520,339500,806500,0.8926664
340521,340500,806500,0.9163743
340522,341500,806500,0.9583603
340523,342500,806500,1.007418
340524,343500,806500,1.038862
340525,344500,806500,1.052648
340526,345500,806500,1.090907
340527,346500,806500,1.109239
340528,347500,806500,1.13343
340529,348500,806500,1.136902
340530,349500,806500,1.139148
340531,350500,806500,1.151677
340532,351500,806500,1.087696
340533,352500,806500,1.09024
340534,353500,806500,1.0862
340535,354500,806500,1.073587
340536,355500,806500,1.102668
340537,356500,806500,1.180249
340538,357500,806500,1.164672
340539,358500,806500,1.157078
340540,359500,806500,1.165169
340541,360500,806500,1.225344
340542,361500,806500,1.229884
340543,362500,806500,1.235946
340544,363500,806500,1.214353
340545,364500,806500,1.235076
340546,365500,806500,1.237556
340547,366500,806500,1.268651
340548,367500,806500,1.282323
340549,368500,806500,1.306296
340550,369500,806500,1.329837
340551,370500,806500,1.357017
340552,371500,806500,1.401723
340553,372500,806500,1.456485
340554,373500,806500,1.545665
340555,374500,806500,1.659837
340556,375500,806500,1.868351
340557,376500,806500,2.540683
340558,377500,806500,2.527798
340559,378500,806500,2.244861
340560,379500,806500,2.212498
340561,380500,806500,2.429604
340562,381500,806500,3.417153
340563,382500,806500,4.796206
340564,383500,806500,4.833741
340565,384500,806500,3.663593
340566,385500,806500,4.881156
340567,386500,806500,5.050543
340568,387500,806500,4.461343
340569,388500,806500,4.754625
340570,389500,806500,6.437031
340571,390500,806500,6.581168
340572,391500,806500,7.366929
340573,392500,806500,7.876913
340574,393500,806500,9.715199
340575,394500,806500,12.21206
340576,395500,806500,9.470922
340577,396500,806500,8.189669
340936,65500,805500,0.7234427
340938,67500,805500,0.7513142
340939,68500,805500,0.7697833
340940,69500,805500,0.8108221
340941,70500,805500,0.817215
340942,71500,805500,0.8135564
340947,76500,805500,0.8077407
340948,77500,805500,0.7871124
340991,120500,805500,0.6635127
340992,121500,805500,0.6689569
340993,122500,805500,0.6714063
340994,123500,805500,0.6753799
340995,124500,805500,0.676815
340996,125500,805500,0.6814476
340997,126500,805500,0.6914862
340998,127500,805500,0.7078347
340999,128500,805500,0.6963243
341028,157500,805500,0.7127058
341029,158500,805500,0.7172309
341030,159500,805500,0.7205189
341031,160500,805500,0.7249196
341032,161500,805500,0.7308945
341033,162500,805500,0.7382002
341034,163500,805500,0.7540551
341035,164500,805500,0.8090481
341036,165500,805500,0.7813804
341042,171500,805500,0.7742088
341043,172500,805500,0.7727479
341044,173500,805500,0.7635893
341045,174500,805500,0.7585986
341046,175500,805500,0.7569065
341047,176500,805500,0.7497168
341048,177500,805500,0.7455114
341049,178500,805500,0.7418406
341050,179500,805500,0.7380468
341051,180500,805500,0.7304525
341052,181500,805500,0.7278235
341053,182500,805500,0.7269357
341054,183500,805500,0.7114296
341055,184500,805500,0.7088536
341056,185500,805500,0.7020257
341057,186500,805500,0.6973116
341058,187500,805500,0.7028063
341059,188500,805500,0.7037345
341060,189500,805500,0.7048902
341061,190500,805500,0.7026181
341062,191500,805500,0.7036813
341063,192500,805500,0.7034472
341064,193500,805500,0.7029801
341065,194500,805500,0.7044779
341066,195500,805500,0.6981161
341067,196500,805500,0.6962357
341068,197500,805500,0.6960751
341069,198500,805500,0.6960649
341070,199500,805500,0.6965999
341071,200500,805500,0.6932155
341072,201500,805500,0.6966179
341073,202500,805500,0.6967199
341074,203500,805500,0.6941171
341075,204500,805500,0.6935701
341076,205500,805500,0.6899018
341077,206500,805500,0.6906253
341078,207500,805500,0.6914216
341079,208500,805500,0.6923283
341080,209500,805500,0.6931034
341081,210500,805500,0.6888142
341082,211500,805500,0.6890286
341083,212500,805500,0.6876385
341084,213500,805500,0.6917964
341085,214500,805500,0.6947749
341086,215500,805500,0.6917341
341087,216500,805500,0.692692
341088,217500,805500,0.6972237
341089,218500,805500,0.7158053
341090,219500,805500,0.733493
341091,220500,805500,0.7046944
341092,221500,805500,0.7095545
341093,222500,805500,0.707174
341094,223500,805500,0.7005396
341095,224500,805500,0.6969113
341096,225500,805500,0.6923615
341097,226500,805500,0.6936631
341098,227500,805500,0.6913683
341099,228500,805500,0.6916453
341100,229500,805500,0.6943988
341101,230500,805500,0.6932116
341102,231500,805500,0.6980675
341103,232500,805500,0.7020287
341104,233500,805500,0.7110378
341105,234500,805500,0.7292252
341106,235500,805500,0.782728
341107,236500,805500,0.7291472
341108,237500,805500,0.7008887
341109,238500,805500,0.6874593
341110,239500,805500,0.6810445
341111,240500,805500,0.6699339
341112,241500,805500,0.6639227
341113,242500,805500,0.6615739
341114,243500,805500,0.6595022
341115,244500,805500,0.6533837
341116,245500,805500,0.6382404
341117,246500,805500,0.6338317
341118,247500,805500,0.638249
341119,248500,805500,0.636408
341120,249500,805500,0.6381826
341121,250500,805500,0.6314096
341122,251500,805500,0.6285748
341123,252500,805500,0.6323284
341124,253500,805500,0.629096
341125,254500,805500,0.6329012
341126,255500,805500,0.6212254
341127,256500,805500,0.617079
341128,257500,805500,0.6161047
341129,258500,805500,0.6164001
341130,259500,805500,0.6181028
341131,260500,805500,0.6097664
341132,261500,805500,0.6126661
341133,262500,805500,0.6182688
341134,263500,805500,0.621509
341135,264500,805500,0.6239063
341136,265500,805500,0.6166921
341137,266500,805500,0.6225017
341138,267500,805500,0.628989
341139,268500,805500,0.6390708
341140,269500,805500,0.6454141
341141,270500,805500,0.6408058
341142,271500,805500,0.6484717
341143,272500,805500,0.6604847
341144,273500,805500,0.6672763
341145,274500,805500,0.6779026
341146,275500,805500,0.6759264
341147,276500,805500,0.6833454
341148,277500,805500,0.6909087
341149,278500,805500,0.7000638
341150,279500,805500,0.7135158
341151,280500,805500,0.7323894
341152,281500,805500,0.7959698
341153,282500,805500,1.112058
341154,283500,805500,0.8757074
341155,284500,805500,0.7505828
341156,285500,805500,0.7132426
341157,286500,805500,0.6871943
341158,287500,805500,0.6679159
341159,288500,805500,0.6485765
341160,289500,805500,0.6370405
341161,290500,805500,0.6309472
341162,291500,805500,0.6234232
341163,292500,805500,0.6168292
341164,293500,805500,0.6139004
341165,294500,805500,0.6101636
341166,295500,805500,0.6128896
341167,296500,805500,0.6075997
341168,297500,805500,0.6046041
341169,298500,805500,0.6015229
341170,299500,805500,0.6255342
341171,300500,805500,0.6218041
341172,301500,805500,0.6199484
341173,302500,805500,0.6205741
341174,303500,805500,0.6138174
341175,304500,805500,0.6163471
341176,305500,805500,0.634404
341177,306500,805500,0.6309593
341178,307500,805500,0.6283345
341179,308500,805500,0.6285536
341180,309500,805500,0.629766
341181,310500,805500,0.6518467
341182,311500,805500,0.6526422
341183,312500,805500,0.6556556
341184,313500,805500,0.6547973
341185,314500,805500,0.6555837
341186,315500,805500,0.6786044
341187,316500,805500,0.6812668
341188,317500,805500,0.6838886
341189,318500,805500,0.6859632
